tahun,bulan,nama_kota,nama_kecamatan,nama_kelurahan,jenis_kelamin,jumlah
2019,12,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Perempuan,215
2019,12,JAKARTA BARAT,KALI DERES,KAMAL,Perempuan,164
2019,12,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Perempuan,187
2019,12,JAKARTA BARAT,PALMERAH,PALMERAH,Perempuan,154
2019,12,JAKARTA BARAT,PALMERAH,SLIPI,Perempuan,33
2019,12,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Perempuan,66
2019,12,JAKARTA BARAT,PALMERAH,JATI PULO,Perempuan,78
2019,12,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Perempuan,69
2019,12,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Perempuan,46
2019,12,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Perempuan,107
2019,12,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Perempuan,99
2019,12,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Perempuan,73
2019,12,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Perempuan,123
2019,12,JAKARTA BARAT,KEMBANGAN,JOGLO,Perempuan,96
2019,12,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Perempuan,67
2019,12,JAKARTA SELATAN,TEBET,TEBET TIMUR,Perempuan,29
2019,12,JAKARTA SELATAN,TEBET,TEBET BARAT,Perempuan,37
2019,12,JAKARTA SELATAN,TEBET,MENTENG DALAM,Perempuan,73
2019,12,JAKARTA SELATAN,TEBET,KEBON BARU,Perempuan,68
2019,12,JAKARTA SELATAN,TEBET,BUKIT DURI,Perempuan,83
2019,12,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Perempuan,60
2019,12,JAKARTA SELATAN,TEBET,MANGGARAI,Perempuan,49
2019,12,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Perempuan,3
2019,12,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Perempuan,5
2019,12,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Perempuan,28
2019,12,JAKARTA SELATAN,SETIA BUDI,KARET,Perempuan,23
2019,12,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Perempuan,61
2019,12,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Perempuan,68
2019,12,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Perempuan,3
2019,12,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Perempuan,14
2019,12,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Perempuan,50
2019,12,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Perempuan,44
2019,12,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Perempuan,88
2019,12,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Perempuan,80
2019,12,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Perempuan,37
2019,12,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Perempuan,53
2019,12,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Perempuan,72
2019,12,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Perempuan,68
2019,12,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Perempuan,91
2019,12,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Perempuan,140
2019,12,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Perempuan,68
2019,12,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Perempuan,117
2019,12,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Perempuan,97
2019,12,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Perempuan,123
2019,12,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Perempuan,79
2019,12,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Perempuan,91
2019,12,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Perempuan,102
2019,12,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Perempuan,91
2019,12,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Perempuan,103
2019,12,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Perempuan,76
2019,12,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Perempuan,75
2019,12,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Perempuan,52
2019,12,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Perempuan,58
2019,12,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Perempuan,5
2019,12,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Perempuan,20
2019,12,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Perempuan,30
2019,12,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Perempuan,1
2019,12,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Perempuan,10
2019,12,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Perempuan,4
2019,12,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Perempuan,7
2019,12,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Perempuan,29
2019,12,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Perempuan,72
2019,12,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Perempuan,63
2019,12,JAKARTA SELATAN,PANCORAN,PANCORAN,Perempuan,48
2019,12,JAKARTA SELATAN,PANCORAN,KALIBATA,Perempuan,106
2019,12,JAKARTA SELATAN,PANCORAN,RAWA JATI,Perempuan,58
2019,12,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Perempuan,56
2019,12,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Perempuan,61
2019,12,JAKARTA SELATAN,PANCORAN,CIKOKO,Perempuan,16
2019,12,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Perempuan,135
2019,12,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Perempuan,144
2019,12,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Perempuan,76
2019,12,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Perempuan,120
2019,12,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Perempuan,72
2019,12,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Perempuan,83
2019,12,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Perempuan,58
2019,12,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Perempuan,103
2019,12,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Perempuan,124
2019,12,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Perempuan,92
2019,12,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Perempuan,93
2019,12,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Perempuan,74
2019,12,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Perempuan,51
2019,12,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Perempuan,45
2019,12,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,Perempuan,53
2019,12,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Perempuan,28
2019,12,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Perempuan,75
2019,12,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Perempuan,72
2019,12,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Perempuan,95
2019,12,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Perempuan,94
2019,12,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Perempuan,62
2019,12,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Perempuan,79
2019,12,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Perempuan,76
2019,12,JAKARTA TIMUR,PULO GADUNG,JATI,Perempuan,75
2019,12,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Perempuan,69
2019,12,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Perempuan,84
2019,12,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Perempuan,14
2019,12,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Perempuan,67
2019,12,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Perempuan,69
2019,12,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Perempuan,139
2019,12,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Perempuan,108
2019,12,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Perempuan,113
2019,12,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,Perempuan,82
2019,12,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,Perempuan,118
2019,12,JAKARTA TIMUR,KRAMAT JATI,DUKUH,Perempuan,56
2019,12,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,Perempuan,116
2019,12,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Perempuan,97
2019,12,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,Perempuan,85
2019,12,JAKARTA TIMUR,KRAMAT JATI,CAWANG,Perempuan,67
2019,12,JAKARTA TIMUR,PASAR REBO,GEDONG,Perempuan,98
2019,12,JAKARTA TIMUR,PASAR REBO,BARU,Perempuan,56
2019,12,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Perempuan,108
2019,12,JAKARTA TIMUR,PASAR REBO,KALISARI,Perempuan,96
2019,12,JAKARTA TIMUR,PASAR REBO,PEKAYON,Perempuan,117
2019,12,JAKARTA TIMUR,CAKUNG,JATINEGARA,Perempuan,201
2019,12,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Perempuan,51
2019,12,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Perempuan,246
2019,12,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Perempuan,154
2019,12,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Perempuan,275
2019,12,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Perempuan,70
2019,12,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Perempuan,147
2019,12,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Perempuan,133
2019,12,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Perempuan,136
2019,12,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Perempuan,173
2019,12,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Perempuan,165
2019,12,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Perempuan,51
2019,12,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Perempuan,51
2019,12,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Perempuan,84
2019,12,JAKARTA TIMUR,MAKASAR,MAKASAR,Perempuan,85
2019,12,JAKARTA TIMUR,MAKASAR,PINANG RANTI,Perempuan,71
2019,12,JAKARTA TIMUR,MAKASAR,KEBON PALA,Perempuan,122
2019,12,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Perempuan,66
2019,12,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Perempuan,88
2019,12,JAKARTA TIMUR,CIRACAS,CIRACAS,Perempuan,176
2019,12,JAKARTA TIMUR,CIRACAS,CIBUBUR,Perempuan,149
2019,12,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Perempuan,107
2019,12,JAKARTA TIMUR,CIRACAS,SUSUKAN,Perempuan,110
2019,12,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Perempuan,92
2019,12,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Perempuan,66
2019,12,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Perempuan,70
2019,12,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Perempuan,62
2019,12,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Perempuan,58
2019,12,JAKARTA TIMUR,CIPAYUNG,SETU,Perempuan,48
2019,12,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Perempuan,66
2019,12,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Perempuan,155
2019,12,JAKARTA TIMUR,CIPAYUNG,CEGER,Perempuan,51
